True_Offset,True_Exponent,True_Peak_Freq,True_Peak_Power,Fit_Offset,Fit_Exponent,Fit_Peak_Freq,Fit_Peak_Power,Noise_SD,Exponent_Error,Offset_Error,Peak_Freq_Error
1.1626165340831784,1.567808292052259,8.344815867640813,0.7507109658857908,1.2204148836404851,1.6702880522369965,8.361659160146756,0.7640833687229547,0.02,0.10247976018473759,0.05779834955730667,0.016843292505942742
1.0212794420772382,1.2297043044732172,8.27116000448283,0.5411701015058576,1.0308436492133772,1.241438906689224,8.263286990147176,0.5231652731048821,0.02,0.011734602216006751,0.009564207136139036,0.00787301433565446
1.1010178221548643,1.0537474425116693,10.907439639121876,0.4609308654938291,1.105380410279098,1.059432554497129,10.895694066112267,0.46031704026403386,0.02,0.005685111985459734,0.004362588124233735,0.01174557300960899
1.1934183541589736,1.363304650983201,10.634079768160902,0.4537641445401958,1.2114051327544348,1.3950458442053828,10.676541584382806,0.4635152109086353,0.02,0.03174119322218183,0.017986778595461272,0.0424618162219037
0.5549941272646605,1.1616819951532227,8.833389877399485,0.4090748308091661,0.6141748797445361,1.279657179607626,8.90421275589624,0.4404280583937561,0.02,0.11797518445440325,0.05918075247987564,0.07082287849675417
0.7695837858494396,1.506318860719195,9.534824824507837,0.6511975126414246,4.010344604204646,5.906016129540088,28.226017299568092,3.574394815673858,0.02,4.399697268820893,3.2407608183552066,18.691192475060255
1.0373775754745744,1.5065578934399033,11.259728825136541,0.8124149221903899,1.1217707730195925,1.6312018936157653,11.281412040760474,0.8425297442145503,0.02,0.12464400017586197,0.08439319754501806,0.021683215623932384
0.6336441202557364,1.4592493196718666,11.036012848480219,0.41671887287362597,2.377424777822719,3.713905890023994,32.40406919827189,2.268734400201924,0.02,2.2546565703521275,1.7437806575669828,21.368056349791672
1.0453835748004843,1.3240334701445944,11.96429883524754,0.5839453564345165,1.0684393727825452,1.3701886995277972,11.969733960202882,0.6157170185221889,0.02,0.04615522938320282,0.02305579798206092,0.005435124955342374
1.2916318691937216,1.2011862630104733,11.482546768878766,0.7762399485738847,1.2972733128237177,1.2069331825102112,11.491425776824286,0.7751734913411099,0.02,0.005746919499737935,0.005641443629996079,0.008879007945520101
0.7002482122202238,1.0584028102876644,11.65583444640761,0.7748697682126529,0.7254693504388549,1.0891841337192287,11.655082832212958,0.7612051996580986,0.02,0.030781323431564367,0.025221138218631034,0.0007516141946517507
0.7550113964667864,1.1382185135113951,10.104069737796806,0.5315704950402477,0.7737678258946983,1.1746668965745573,10.158235265901233,0.535469086214215,0.02,0.036448383063162115,0.01875642942791189,0.054165528104427096
1.4489646480538572,1.195818446222256,9.747794763095627,0.5583520090737388,1.4570743722366848,1.2041973462074953,9.75783027022555,0.5401654258785563,0.02,0.008378899985239219,0.008109724182827627,0.01003550712992407
0.6765644605470854,1.040753018857151,10.546452604438251,0.7204842327496931,0.7009137188825358,1.0703101675037274,10.55337443589158,0.7128934050047842,0.02,0.029557148646576437,0.02434925833545043,0.0069218314533294745
1.3879822569191935,1.5604231216070894,11.86508305485952,0.4092082315395449,1.4125845073171384,1.5981692346100667,11.85666161673567,0.4232350495585691,0.02,0.037746113002977255,0.024602250397944836,0.008421438123850322
0.6989516533172243,1.4165797264391884,11.580812260166404,0.43811524064368296,1.963058044342594,3.054217701682505,30.452034599728446,1.5377026109091132,0.02,1.6376379752433166,1.2641063910253698,18.871222339562042
1.196344780242245,1.0158419329670105,10.05901269359552,0.5151879805100612,1.194727817874515,1.0153519721645363,10.060475669787808,0.515615418136026,0.02,0.0004899608024742097,0.0016169623677300127,0.001462976192287968
0.6354077347523873,1.448381388292283,9.113932799281582,0.6733804781695412,2.0004698478034975,2.9804676305885396,35.07617133306111,3.541648527547218,0.02,1.5320862422962567,1.3650621130511102,25.96223853377953
1.1406449743794238,1.2969534823491995,8.370118569160027,0.8000758023142993,1.1376192970518528,1.2921409277996645,8.370143972369945,0.7936374774755631,0.02,0.0048125545495349975,0.0030256773275709747,2.5403209917840286e-05
1.413715584213074,1.4456264501156548,9.587026350369895,0.9473698530141925,1.4131464219207943,1.4489728442155942,9.589802663163594,0.9484647301523234,0.02,0.0033463940999394204,0.0005691622922796569,0.002776312793699276
0.9249693438066813,1.5926530384486313,10.269162414757535,0.7107412016690353,2.721808631255841,4.005944061127338,28.63008649783986,2.337677317066331,0.02,2.413291022678707,1.7968392874491599,18.360924083082324
0.6080334572261328,1.366428864957843,10.805198009736177,0.5415355459015152,0.9166160392829006,1.6632870915878302,,,0.02,0.29685822662998707,0.3085825820567678,
1.1836841704936705,1.4630276505958772,11.150648918482842,0.7285562597892831,1.2014743846082385,1.4923690202870488,11.167817332362784,0.7285814847096226,0.02,0.029341369691171515,0.017790214114568048,0.017168413879941724
0.7691073706618042,1.4406927016920572,11.011590826855125,0.6498781237454814,0.9543148720765258,1.7337667458051476,11.023668646631016,0.7299294191816371,0.02,0.29307404411309035,0.18520750141472153,0.012077819775891285
1.2778388467054413,1.0253714448652602,10.643652380472139,0.41367089916957234,1.2834733113372916,1.029855008318334,10.627666770699234,0.412894205039365,0.02,0.004483563453073769,0.0056344646318502445,0.015985609772904752
0.8136865487905126,1.0516600251530057,8.900407310017817,0.8608403905092901,0.8380312401510988,1.0797925905344763,8.904664260142725,0.8548998938602007,0.02,0.028132565381470576,0.024344691360586146,0.004256950124908343
1.1278894292068151,1.2593949255346577,11.260740493013015,0.7014358931800411,1.1386082409526563,1.2733444665161648,11.270050933750909,0.6781048051564795,0.02,0.013949540981507136,0.010718811745841217,0.009310440737893444
0.6952222863308254,1.003783520535701,8.83514302133092,0.5672531957141056,0.700861531361439,1.0189278093497762,8.855438857769567,0.5652152715914701,0.02,0.015144288814075146,0.005639245030613638,0.020295836438647186
1.0563076195561054,1.116069930935248,9.030115195356407,0.9516737611836438,1.0462022120001724,1.1029267935471299,9.03047658592247,0.9486813362667573,0.02,0.01314313738811812,0.010105407555933033,0.0003613905660628802
0.9598911039080412,1.2722579051551883,8.988696272228488,0.5040938649726511,0.9788259141147909,1.310406644122106,9.004661003934853,0.525481243559529,0.02,0.03814873896691773,0.018934810206749697,0.015964731706365143
1.1601763215041936,1.3436821224437987,11.885485821070674,0.8040074806407658,1.173611175207922,1.358995924139097,11.892038096662096,0.805296423516288,0.02,0.01531380169529828,0.013434853703728322,0.006552275591422685
0.856594251164913,1.1831240045898328,11.65810524153268,0.7027716496887502,0.8445132782796007,1.1720046265982265,11.66373250371131,0.6968388531031733,0.02,0.011119377991606338,0.012080972885312291,0.005627262178631298
1.2685135045628069,1.2368717407747079,10.565692326005676,0.9846854497037819,1.271676433833487,1.2415137739829278,10.56128347531075,0.9798467178123419,0.02,0.004642033208219987,0.0031629292706800705,0.004408850694925803
